row_num,longitude,latitude,temp
65500,-82.47916667,29.8875,20.35
65600,-82.9125,30.02916667,20.3542
65700,-83.34583333,29.57083333,20.3542
65800,-81.85416667,29.82083333,20.3583
65900,-81.94583333,29.87083333,20.3625
66000,-82.8375,29.99583333,20.3667
66100,-81.8125,30.04583333,20.3708
66200,-81.47083333,30.44583333,20.375
66300,-83.14583333,29.45416667,20.375
66400,-83.0375,29.57916667,20.3792
66500,-82.1625,29.62083333,20.3833
66600,-82.10416667,29.65416667,20.3875
66700,-82.37083333,29.70416667,20.3917
66800,-82.92916667,29.6625,20.3958
66900,-82.10416667,29.62083333,20.4
67000,-81.49583333,30.4375,20.4083
67100,-81.75416667,30.40416667,20.4125
67200,-81.8625,30.09583333,20.4167
67300,-81.7625,30.02083333,20.4208
67400,-82.8375,29.92916667,20.425
67500,-81.6875,29.9375,20.4292
67600,-81.4375,30.0625,20.4333
67700,-81.77083333,30.04583333,20.4375
67800,-81.8875,30.07916667,20.4417
67900,-81.42083333,30.15416667,20.4458
68000,-81.82916667,30.2875,20.45
68100,-82.27083333,29.47083333,20.45
68200,-82.92916667,29.5125,20.4542
68300,-82.97916667,29.5875,20.4583
68400,-82.89583333,29.7625,20.4625
68500,-81.97916667,29.84583333,20.4667
68600,-81.4125,30.17083333,20.4708
68700,-81.52916667,30.45416667,20.475
68800,-83.2125,29.44583333,20.475
68900,-83.07916667,29.4125,20.4792
